İlan No,İlan Tarihi,Marka,Seri,Model,Yıl,Kilometre,Vites Tipi,Yakıt Tipi,Kasa Tipi,Motor Hacmi,Motor Gücü,Çekiş,Ort. Yakıt Tüketimi,Yakıt Deposu,Boya-değişen,Takasa Uygun,Kimden,TL
20828425,22 Ağustos 2022,Opel,Corsa,1.2 Enjoy,2007,197.000 km,Yarı Otomatik,Benzin,Hatchback/5,1229 cc,80 hp,Önden Çekiş,"5,7 lt",45 lt,"4 değişen, 5 boyalı",Takasa Uygun Değil,Sahibinden,214000
20445956,22 Ağustos 2022,Opel,Astra,1.6 CDTI Design,2017,125.000 km,Düz,Dizel,Sedan,1598 cc,110 hp,Önden Çekiş,4 lt,56 lt,Belirtilmemiş,Takasa Uygun,Galeriden,420000
20828497,22 Ağustos 2022,BMW,5 Serisi,520d Exclusive,2012,143.000 km,Otomatik,Dizel,Sedan,1995 cc,184 hp,Arkadan İtiş,"5,2 lt",70 lt,Belirtilmemiş,Takasa Uygun Değil,Galeriden,965000
20828363,22 Ağustos 2022,Renault,Megane,2.0 T Sport,2005,235.000 km,Düz,Benzin,Hatchback/3,1998 cc,225 hp,Önden Çekiş,"8,8 lt",60 lt,Belirtilmemiş,Takasa Uygun Değil,Sahibinden,275000
12748261,22 Ağustos 2022,Chevrolet,Cruze,1.6 LS,2009,187.000 km,Düz,LPG & Benzin,Sedan,1598 cc,113 hp,Önden Çekiş,"6,8 lt",60 lt,Belirtilmemiş,Takasa Uygun,Sahibinden,232500
20828329,22 Ağustos 2022,Kia,Ceed,1.4 Cool,2010,192.400 km,Düz,LPG & Benzin,Hatchback/5,1396 cc,90 hp,Önden Çekiş,"5,8 lt",53 lt,"2 değişen, 2 boyalı",Takasa Uygun Değil,Sahibinden,240000
20828250,22 Ağustos 2022,Mercedes - Benz,190,190 D 2.0,1986,470.000 km,Düz,Dizel,Sedan,1997 cc,72 hp,Arkadan İtiş,0 lt,55 lt,Belirtilmemiş,Takasa Uygun,Sahibinden,121500
20168359,22 Ağustos 2022,Volkswagen,Passat,1.6 TDi BlueMotion Comfortline,2017,64.000 km,64.000 km,Yarı Otomatik,Dizel,Sedan,1598 cc,120 hp,Önden Çekiş,4 lt,66 lt,Belirtilmemiş,Takasa Uygun Değil,720000
20391250,22 Ağustos 2022,Volkswagen,Golf,1.5 eTSI R Line,2022,22 km,Yarı Otomatik,Hibrit,Hatchback/5,1498 cc,150 hp,Önden Çekiş,"5,3 lt",51 lt,Belirtilmemiş,Takasa Uygun,Galeriden,1175000
20384593,22 Ağustos 2022,BMW,5 Serisi,520i Special Edition M Sport,2021,3.600 km,3.600 km,Otomatik,Benzin,Sedan,1597 cc,170 hp,Arkadan İtiş,"7,1 lt",68 lt,Belirtilmemiş,Takasa Uygun Değil,2200000
20828352,22 Ağustos 2022,Seat,Leon,1.6 TDI Style,2018,96.919 km,Yarı Otomatik,Dizel,Hatchback/5,1598 cc,115 hp,Önden Çekiş,"4,1 lt",50 lt,4 boyalı,Takasa Uygun,Galeriden,490000
20828274,22 Ağustos 2022,Volkswagen,Jetta,1.4 TSi BlueMotion Highline,2016,116.000 km,Yarı Otomatik,Benzin,Sedan,1395 cc,125 hp,Önden Çekiş,5 lt,55 lt,Tamamı orjinal,Takasa Uygun Değil,Sahibinden,525000
20828270,22 Ağustos 2022,Hyundai,Accent Blue,1.6 CRDI Mode Plus,2015,99.800 km,Yarı Otomatik,Dizel,Sedan,1582 cc,136 hp,Önden Çekiş,"4,6 lt",43 lt,6 boyalı,Takasa Uygun Değil,Sahibinden,418000
20828300,22 Ağustos 2022,Toyota,Corolla,1.4 D-4D Touch,2018,98.600 km,Yarı Otomatik,Dizel,Sedan,1364 cc,90 hp,Önden Çekiş,"4,1 lt",55 lt,2 boyalı,Takasa Uygun,Galeriden,478500
20828279,22 Ağustos 2022,Chevrolet,Cruze,1.6 LS,2010,94.600 km,Düz,LPG & Benzin,Sedan,1598 cc,113 hp,Önden Çekiş,"6,8 lt",60 lt,1 boyalı,Takasa Uygun Değil,Sahibinden,265000
20828240,22 Ağustos 2022,Fiat,Egea,1.4 Fire Easy,2020,6.000 km,Düz,Benzin,Sedan,1368 cc,95 hp,Önden Çekiş,"5,7 lt",45 lt,Belirtilmemiş,Takasa Uygun Değil,Sahibinden,370000
20828260,22 Ağustos 2022,Opel,Insignia,1.6 CDTI Grand Sport Design,2019,43.278 km,Otomatik,Dizel,Hatchback/5,1598 cc,136 hp,Önden Çekiş,"5,1 lt",62 lt,Belirtilmemiş,Takasa Uygun,Galeriden,760000
20828269,22 Ağustos 2022,Toyota,Corolla,1.3 XL,1993,284.000 km,Düz,LPG & Benzin,Sedan,1332 cc,88 hp,Önden Çekiş,0 lt,50 lt,Belirtilmemiş,Takasa Uygun Değil,Galeriden,128000
20828291,22 Ağustos 2022,Hyundai,i20,1.4 CRDi Team,2011,215.000 km,Düz,Dizel,Hatchback/5,1396 cc,75 hp,Önden Çekiş,"4,4 lt",45 lt,Belirtilmemiş,Takasa Uygun,Galeriden,214950
20828265,22 Ağustos 2022,Renault,Clio,1.2 Authentique,2004,202.222 km,Düz,Benzin,Hatchback/5,1149 cc,75 hp,Önden Çekiş,"5,9 lt",55 lt,"1 değişen, 9 boyalı",Takasa Uygun,Sahibinden,150000
20811998,22 Ağustos 2022,Opel,Corsa,1.0 Eco Club,2003,205.000 km,Yarı Otomatik,Benzin,Hatchback/5,973 cc,58 hp,Önden Çekiş,"4,9 lt",44 lt,Belirtilmemiş,Takasa Uygun,Galeriden,175000
19910224,22 Ağustos 2022,Fiat,Linea,1.3 Multijet Active Plus,2013,170.000 km,Düz,Dizel,Sedan,1248 cc,95 hp,Önden Çekiş,"4,9 lt",45 lt,"1 değişen, 5 boyalı",Takasa Uygun Değil,Sahibinden,250000
20828247,22 Ağustos 2022,Mercedes - Benz,E,180 AMG,2017,59.000 km,Otomatik,Benzin,Sedan,1595 cc,156 hp,Arkadan İtiş,"6,5 lt",50 lt,"1 değişen, 2 boyalı",Takasa Uygun Değil,Galeriden,1649000
20828207,22 Ağustos 2022,Seat,Leon,1.2 TSI Style,2016,128.000 km,Düz,Benzin,Hatchback/5,1197 cc,110 hp,Önden Çekiş,"4,9 lt",50 lt,Belirtilmemiş,Takasa Uygun Değil,Sahibinden,440000
20828228,22 Ağustos 2022,Skoda,Scala,1.6 TDI Premium,2020,22.000 km,Yarı Otomatik,Dizel,Hatchback/5,1598 cc,115 hp,Önden Çekiş,"4,1 lt",50 lt,1 boyalı,Takasa Uygun Değil,Sahibinden,713000
20400087,22 Ağustos 2022,Renault,Megane,1.6 Joy,2018,33.800 km,Düz,Benzin,Sedan,1598 cc,115 hp,Önden Çekiş,"6,3 lt",49 lt,Tamamı orjinal,Takasa Uygun,Sahibinden,435000
20828100,22 Ağustos 2022,Seat,Leon,1.6 TDI Style,2016,115.000 km,Yarı Otomatik,Dizel,Hatchback/5,1598 cc,110 hp,Önden Çekiş,"3,8 lt",50 lt,"2 değişen, 4 boyalı",Takasa Uygun Değil,Sahibinden,505000
20828013,22 Ağustos 2022,Renault,Laguna,1.6 Expression,2002,197.000 km,Düz,LPG & Benzin,Station wagon,1598 cc,107 hp,Önden Çekiş,"7,4 lt",70 lt,Belirtilmemiş,Takasa Uygun Değil,Sahibinden,183000
20777649,22 Ağustos 2022,Volkswagen,Passat,1.6 TDi BlueMotion Comfortline,2018,90.000 km,Yarı Otomatik,Dizel,Sedan,1598 cc,120 hp,Önden Çekiş,4 lt,66 lt,Belirtilmemiş,Takasa Uygun,Galeriden,787500
20828072,22 Ağustos 2022,Renault,Fluence,1.5 dCi Icon,2015,159.000 km,Yarı Otomatik,Dizel,Sedan,1461 cc,110 hp,Önden Çekiş,"4,4 lt",60 lt,Belirtilmemiş,Takasa Uygun Değil,Sahibinden,364000
20828129,22 Ağustos 2022,Volkswagen,Jetta,1.6 TDi Comfortline,2014,190.000 km,Yarı Otomatik,Dizel,Sedan,1598 cc,105 hp,Önden Çekiş,"4,7 lt",55 lt,Belirtilmemiş,Takasa Uygun,Galeriden,417000
20828079,22 Ağustos 2022,Fiat,Palio,1.3 Multijet Active,2007,279.000 km,Düz,Dizel,Hatchback/3,1248 cc,70 hp,Önden Çekiş,"4,6 lt",51 lt,Tamamı orjinal,Takasa Uygun,Sahibinden,110000
20828063,22 Ağustos 2022,Toyota,Corolla,1.6 Comfort Extra,2011,180.500 km,Otomatik,Benzin,Sedan,1598 cc,124 hp,Önden Çekiş,"7,1 lt",55 lt,3 boyalı,Takasa Uygun Değil,Sahibinden,340000
20827953,22 Ağustos 2022,Audi,A5,A5 Coupe 2.0 TFSI,2009,146.000 km,Düz,Benzin,Coupe,1984 cc,180 hp,Önden Çekiş,"6,6 lt",64 lt,Belirtilmemiş,Takasa Uygun,Sahibinden,520000
20827996,22 Ağustos 2022,Volkswagen,Polo,1.2 TSi Comfortline,2015,100.000 km,Düz,Benzin,Hatchback/5,1197 cc,90 hp,Önden Çekiş,"4,7 lt",45 lt,Belirtilmemiş,Takasa Uygun,Galeriden,367000
20827928,22 Ağustos 2022,Ford,Focus,1.6 Ti-VCT Trend X,2013,120.000 km,Yarı Otomatik,Benzin,Sedan,1596 cc,125 hp,Önden Çekiş,6 lt,55 lt,Belirtilmemiş,Takasa Uygun Değil,Sahibinden,385000
20827927,22 Ağustos 2022,Hyundai,i20 Troy,1.4 CRDi Team,2012,177.000 km,Düz,Dizel,Hatchback/5,1396 cc,75 hp,Önden Çekiş,"4,2 lt",45 lt,8 boyalı,Takasa Uygun Değil,Sahibinden,193000
20827969,22 Ağustos 2022,Fiat,Egea,1.4 Fire Easy,2020,32.000 km,Düz,LPG & Benzin,Sedan,1368 cc,95 hp,Önden Çekiş,"5,7 lt",45 lt,Tamamı orjinal,Takasa Uygun,Sahibinden,350000
20828033,22 Ağustos 2022,Kia,Ceed,1.6 CRDi Comfort,2014,161.167 km,Otomatik,Dizel,Hatchback/5,1582 cc,128 hp,Önden Çekiş,"5,5 lt",53 lt,Belirtilmemiş,Takasa Uygun,Galeriden,367500
20827848,22 Ağustos 2022,Ford,Focus,1.5 TDCi Titanium,2016,148.000 km,Yarı Otomatik,Dizel,Station wagon,1499 cc,120 hp,Önden Çekiş,"4,2 lt",53 lt,Belirtilmemiş,Takasa Uygun Değil,Sahibinden,520000
19978944,22 Ağustos 2022,Ford,Mondeo,1.6 TDCi Style,2015,106.000 km,Düz,Dizel,Sedan,1560 cc,115 hp,Önden Çekiş,"4,1 lt",0 lt,Tamamı orjinal,Takasa Uygun Değil,Sahibinden,550000
20827782,22 Ağustos 2022,Renault,Clio,1.4 RNA,2000,182.000 km,Düz,Benzin,Sedan,1390 cc,75 hp,Önden Çekiş,"7,1 lt",50 lt,"1 değişen, 12 boyalı",Takasa Uygun Değil,Sahibinden,128000
20827794,22 Ağustos 2022,Ford,Fiesta,1.4 TDCi Comfort,2008,130.944 km,Düz,Dizel,Hatchback/5,1399 cc,68 hp,Önden Çekiş,"4,3 lt",45 lt,"1 değişen, 6 boyalı",Takasa Uygun,Sahibinden,219000
20827798,22 Ağustos 2022,Hyundai,i20,1.4 CRDi Jump,2016,139.500 km,Düz,Dizel,Hatchback/5,1396 cc,90 hp,Önden Çekiş,"3,9 lt",45 lt,Tamamı orjinal,Takasa Uygun,Sahibinden,360000
20827819,22 Ağustos 2022,Renault,Symbol,1.5 dCi Authentique,2011,197.120 km,Düz,Dizel,Sedan,1461 cc,65 hp,Önden Çekiş,"4,5 lt",50 lt,"1 değişen, 2 boyalı",Takasa Uygun Değil,Sahibinden,205000
20827797,22 Ağustos 2022,Skoda,SuperB,1.6 TDI Style,2018,92.925 km,Yarı Otomatik,Dizel,Hatchback/5,1598 cc,120 hp,Önden Çekiş,"4,1 lt",66 lt,Tamamı orjinal,Takasa Uygun,Galeriden,765500
20827694,22 Ağustos 2022,Kia,Cerato,1.5 CRDi EX,2006,171.000 km,Düz,Dizel,Hatchback/5,1493 cc,102 hp,Önden Çekiş,"4,9 lt",55 lt,Belirtilmemiş,Takasa Uygun Değil,Sahibinden,215000
20827729,22 Ağustos 2022,Renault,Clio,1.2 Joy,2013,273.000 km,Düz,LPG & Benzin,Hatchback/5,1149 cc,75 hp,Önden Çekiş,"5,5 lt",45 lt,Tamamı orjinal,Takasa Uygun Değil,Sahibinden,242000
20827773,22 Ağustos 2022,Ford,Focus,1.6 TDCi Titanium,2014,85.000 km,Düz,Dizel,Sedan,1560 cc,115 hp,Önden Çekiş,"4,2 lt",55 lt,"1 değişen, 2 boyalı",Takasa Uygun Değil,Sahibinden,448000
20397354,22 Ağustos 2022,Renault,Clio,1.5 dCi Joy,2018,144.000 km,Düz,Dizel,Hatchback/5,1461 cc,75 hp,Önden Çekiş,"3,6 lt",45 lt,Tamamı orjinal,Takasa Uygun Değil,Sahibinden,334000
20827566,22 Ağustos 2022,Fiat,Tempra,1.6 S,1994,450.000 km,Düz,LPG & Benzin,Sedan,1581 cc,75 hp,Önden Çekiş,0 lt,65 lt,Belirtilmemiş,Takasa Uygun Değil,Sahibinden,62500
20827709,22 Ağustos 2022,Ford,Mondeo,2.0 TDCi Trend,2012,210.000 km,Yarı Otomatik,Dizel,Sedan,1997 cc,163 hp,Önden Çekiş,"5,6 lt",70 lt,Belirtilmemiş,Takasa Uygun,Galeriden,335900
20396585,22 Ağustos 2022,Jaguar,X-Type,2.0 D Executive,2007,282.000 km,Düz,Dizel,Sedan,1998 cc,130 hp,Önden Çekiş,"5,6 lt",61 lt,Belirtilmemiş,Takasa Uygun,Sahibinden,255000
20827519,22 Ağustos 2022,Nissan,Almera,1.8 Luxury,2001,280.000 km,Otomatik,LPG & Benzin,Hatchback/3,1769 cc,114 hp,Önden Çekiş,"7,8 lt",60 lt,Belirtilmemiş,Takasa Uygun Değil,Sahibinden,180000
20825921,22 Ağustos 2022,Skoda,SuperB,1.6 TDI Style,2017,164.152 km,Yarı Otomatik,Dizel,Hatchback/5,1598 cc,120 hp,Önden Çekiş,"4,1 lt",66 lt,"1 değişen, 1 boyalı",Takasa Uygun Değil,Galeriden,655900
20399678,22 Ağustos 2022,Renault,Fluence,1.5 dCi Icon,2013,200.000 km,Yarı Otomatik,Dizel,Sedan,1461 cc,110 hp,Önden Çekiş,"4,4 lt",60 lt,2 boyalı,Takasa Uygun Değil,Sahibinden,340000
20384153,22 Ağustos 2022,Opel,Corsa,1.2 Essential,2020,40.000 km,Düz,Benzin,Hatchback/5,1199 cc,75 hp,Önden Çekiş,"4,1 lt",40 lt,1 değişen,Takasa Uygun Değil,Sahibinden,362000
20827501,22 Ağustos 2022,Fiat,Egea,1.3 Multijet Urban Plus,2019,39.000 km,Düz,Dizel,Sedan,1248 cc,95 hp,Önden Çekiş,"4,1 lt",45 lt,Tamamı orjinal,Takasa Uygun Değil,Sahibinden,422000
20827423,22 Ağustos 2022,Renault,Fluence,1.5 dCi Touch,2014,110.000 km,Düz,Dizel,Sedan,1461 cc,90 hp,Önden Çekiş,"4,5 lt",60 lt,1 değişen,Takasa Uygun Değil,Sahibinden,345500
20827452,22 Ağustos 2022,Volkswagen,Jetta,1.6 TDi Comfortline,2014,236.000 km,Yarı Otomatik,Dizel,Sedan,1598 cc,105 hp,Önden Çekiş,"4,7 lt",55 lt,"3 değişen, 3 boyalı",Takasa Uygun Değil,Sahibinden,415000
20398987,22 Ağustos 2022,Fiat,Linea,1.3 Multijet Active Plus,2011,205.000 km,Düz,Dizel,Sedan,1248 cc,90 hp,Önden Çekiş,"4,9 lt",45 lt,"1 değişen, 5 boyalı",Takasa Uygun Değil,Sahibinden,181500
20827514,22 Ağustos 2022,Fiat,Egea,1.6 Multijet Urban Plus,2019,31.903 km,Yarı Otomatik,Dizel,Sedan,1598 cc,120 hp,Önden Çekiş,"3,9 lt",45 lt,3 boyalı,Takasa Uygun,Galeriden,460000
20827414,22 Ağustos 2022,Renault,Fluence,1.5 dCi Extreme,2011,204.485 km,Yarı Otomatik,Dizel,Sedan,1461 cc,110 hp,Önden Çekiş,"4,4 lt",60 lt,3 boyalı,Takasa Uygun,Sahibinden,285000
20827467,22 Ağustos 2022,Jaguar,X-Type,2.0 D Executive,2006,305.000 km,Düz,Dizel,Sedan,1998 cc,130 hp,Önden Çekiş,"5,6 lt",61 lt,3 boyalı,Takasa Uygun Değil,Galeriden,268500
20827343,22 Ağustos 2022,Volkswagen,Polo,1.0 Highline,2017,46.400 km,Yarı Otomatik,Benzin,Hatchback/5,999 cc,95 hp,Önden Çekiş,"4,6 lt",40 lt,Tamamı orjinal,Takasa Uygun Değil,Sahibinden,509000
20682195,22 Ağustos 2022,Renault,Symbol,1.5 dCi Joy,2016,217.000 km,Düz,Dizel,Sedan,1461 cc,90 hp,Önden Çekiş,"3,9 lt",50 lt,3 boyalı,Takasa Uygun Değil,Galeriden,236750
20827357,22 Ağustos 2022,Mercedes - Benz,AMG GT,3.0,2020,23.000 km,Otomatik,Benzin,Coupe,2999 cc,367 hp,4WD (Sürekli),"9,1 lt",59 lt,Tamamı orjinal,Takasa Uygun,Galeriden,7350000
20827318,22 Ağustos 2022,Fiat,Egea,1.3 Multijet Urban,2016,130.000 km,Düz,Dizel,Sedan,1248 cc,95 hp,Önden Çekiş,"4,1 lt",45 lt,"1 değişen, 3 boyalı",Takasa Uygun Değil,Sahibinden,310000
20827360,22 Ağustos 2022,Opel,Corsa,1.3 CDTI Enjoy,2007,249.993 km,Düz,Dizel,Hatchback/5,1248 cc,90 hp,Önden Çekiş,"4,6 lt",45 lt,"2 değişen, 3 boyalı",Takasa Uygun Değil,Sahibinden,180000
20827195,22 Ağustos 2022,Renault,Clio,1.5 dCi Joy,2017,76.000 km,Düz,Dizel,Hatchback/5,1461 cc,75 hp,Önden Çekiş,"3,6 lt",45 lt,Belirtilmemiş,Takasa Uygun Değil,Sahibinden,338000
20827190,22 Ağustos 2022,Renault,Fluence,1.6 Extreme,2011,212.000 km,Düz,Dizel,Sedan,1598 cc,110 hp,Önden Çekiş,"6,5 lt",60 lt,4 boyalı,Takasa Uygun Değil,Sahibinden,274000
20827083,22 Ağustos 2022,Renault,Clio,1.5 dCi Touch,2013,200.000 km,Düz,Dizel,Station wagon,1461 cc,75 hp,Önden Çekiş,4 lt,45 lt,Belirtilmemiş,Takasa Uygun Değil,Sahibinden,320000
20827085,22 Ağustos 2022,Kia,Ceed,1.6 CRDi Concept Plus,2015,125.000 km,Yarı Otomatik,Dizel,Hatchback/5,1582 cc,136 hp,Önden Çekiş,"4,2 lt",53 lt,3 boyalı,Takasa Uygun Değil,Sahibinden,478000
20826982,22 Ağustos 2022,Renault,Megane,1.5 dCi Extreme,2008,250.000 km,Düz,Dizel,Hatchback/5,1461 cc,80 hp,Önden Çekiş,"4,6 lt",60 lt,Belirtilmemiş,Takasa Uygun Değil,Sahibinden,172000
20826914,22 Ağustos 2022,Honda,Civic,1.6 LS,2006,214.000 km,Otomatik,LPG & Benzin,Hatchback/5,1590 cc,110 hp,Önden Çekiş,"7,2 lt",50 lt,Belirtilmemiş,Takasa Uygun Değil,Sahibinden,243000
20826862,22 Ağustos 2022,Renault,Megane,1.6 Joy,2017,50.000 km,Düz,Benzin,Hatchback/5,1598 cc,115 hp,Önden Çekiş,"6,3 lt",47 lt,5 boyalı,Takasa Uygun Değil,Sahibinden,410000
20414589,22 Ağustos 2022,Fiat,Egea,1.3 Multijet Easy,2018,120.000 km,Düz,Dizel,Sedan,1248 cc,95 hp,Önden Çekiş,"4,1 lt",45 lt,2 boyalı,Takasa Uygun Değil,Galeriden,347900
20826946,22 Ağustos 2022,Hyundai,Accent Blue,1.6 CRDI Mode Plus,2017,91.000 km,Otomatik,Dizel,Sedan,1582 cc,136 hp,Önden Çekiş,"5,6 lt",43 lt,5 boyalı,Takasa Uygun Değil,Sahibinden,432000
20827002,22 Ağustos 2022,Kia,Cerato,1.6 CRDi Concept Plus,2016,142.000 km,Yarı Otomatik,Dizel,Sedan,1582 cc,136 hp,Önden Çekiş,"4,6 lt",50 lt,2 boyalı,Takasa Uygun,Galeriden,440000
20397793,22 Ağustos 2022,Fiat,Linea,1.3 Multijet Active Plus,2011,209.500 km,Düz,Dizel,Sedan,1248 cc,90 hp,Önden Çekiş,"4,9 lt",45 lt,Tamamı orjinal,Takasa Uygun Değil,Sahibinden,215300
20357872,22 Ağustos 2022,Fiat,Egea,1.4 Fire Easy,2021,28.530 km,Düz,Benzin,Sedan,1368 cc,95 hp,Önden Çekiş,"6,4 lt",45 lt,Tamamı orjinal,Takasa Uygun,Galeriden,379000
20826719,22 Ağustos 2022,Seat,Ibiza,1.0 Style,2021,12.100 km,Düz,Benzin,Hatchback/5,999 cc,80 hp,Önden Çekiş,"4,9 lt",40 lt,Tamamı orjinal,Takasa Uygun Değil,Sahibinden,408000
20398905,22 Ağustos 2022,Citroen,C4,1.6 SX PK,2006,227.500 km,Otomatik,Benzin,Hatchback/5,1587 cc,111 hp,Önden Çekiş,"7,6 lt",60 lt,"1 değişen, 9 boyalı",Takasa Uygun Değil,Sahibinden,207500
20826787,22 Ağustos 2022,Peugeot,308,1.2 PureTech Style Tech,2021,18.000 km,Otomatik,Benzin,Hatchback/5,1199 cc,132 hp,Önden Çekiş,"4,2 lt",53 lt,Tamamı orjinal,Takasa Uygun Değil,Sahibinden,608000
20826721,22 Ağustos 2022,Toyota,Corolla,1.33 Life,2017,56.000 km,Düz,Benzin,Sedan,1329 cc,99 hp,Önden Çekiş,"5,8 lt",55 lt,Tamamı orjinal,Takasa Uygun Değil,Sahibinden,475000
20676063,22 Ağustos 2022,Mercedes - Benz,C,C 200 CGI Fascination,2010,137.000 km,Otomatik,Benzin,Sedan,1796 cc,184 hp,Arkadan İtiş,"8,7 lt",66 lt,Tamamı orjinal,Takasa Uygun,Galeriden,589000
20674338,22 Ağustos 2022,Volkswagen,Passat,1.6 TDi BlueMotion Comfortline,2017,151.800 km,Yarı Otomatik,Dizel,Sedan,1598 cc,105 hp,Önden Çekiş,"4,7 lt",70 lt,1 boyalı,Takasa Uygun,Galeriden,695000
20809749,22 Ağustos 2022,Hyundai,Accent Blue,1.6 CRDI Mode Plus,2016,159.500 km,Yarı Otomatik,Dizel,Sedan,1582 cc,136 hp,Önden Çekiş,"4,6 lt",43 lt,7 boyalı,Takasa Uygun,Galeriden,365000
20676327,22 Ağustos 2022,Volkswagen,Golf,1.6 Primeline,2004,176.000 km,Düz,Benzin,Hatchback/5,1595 cc,105 hp,Önden Çekiş,"6,8 lt",55 lt,"2 değişen, 4 boyalı",Takasa Uygun,Galeriden,220000
20380047,22 Ağustos 2022,Renault,Clio,1.0 TCe Touch,2022,5.000 km,Otomatik,Benzin,Hatchback/5,999 cc,90 hp,Önden Çekiş,5 lt,42 lt,Tamamı orjinal,Takasa Uygun Değil,Sahibinden,490500
20826707,22 Ağustos 2022,Opel,Astra,1.6 CDTI Design,2017,161.000 km,Otomatik,Dizel,Sedan,1598 cc,136 hp,Önden Çekiş,"5,1 lt",56 lt,6 boyalı,Takasa Uygun Değil,Sahibinden,455000
20826804,22 Ağustos 2022,BMW,3 Serisi,316i Comfort,2014,126.000 km,Otomatik,Benzin,Sedan,1598 cc,136 hp,Arkadan İtiş,"5,8 lt",60 lt,Tamamı orjinal,Takasa Uygun,Galeriden,663000
20826812,22 Ağustos 2022,Renault,Clio,1.5 dCi Joy,2018,139.000 km,Düz,Dizel,Hatchback/5,1461 cc,75 hp,Önden Çekiş,"3,6 lt",45 lt,1 boyalı,Takasa Uygun,Galeriden,319500
20826680,22 Ağustos 2022,Renault,Talisman,1.6 dCi Icon,2017,59.000 km,Yarı Otomatik,Dizel,Sedan,1598 cc,160 hp,Önden Çekiş,"4,4 lt",52 lt,1 boyalı,Takasa Uygun Değil,Sahibinden,775000
20461923,22 Ağustos 2022,BMW,1 Serisi,118i Joy Plus,2016,118.000 km,Otomatik,Benzin,Hatchback/5,1499 cc,136 hp,Arkadan İtiş,"5,2 lt",52 lt,Tamamı orjinal,Takasa Uygun,Galeriden,653000
20401963,22 Ağustos 2022,Renault,Modus,1.4 Authentique,2005,197.000 km,Düz,LPG & Benzin,MPV,1390 cc,100 hp,Önden Çekiş,"6,7 lt",49 lt,"2 değişen, 11 boyalı",Takasa Uygun Değil,Sahibinden,165000
20826096,22 Ağustos 2022,Hyundai,i20,1.4 MPI Elite,2020,18.000 km,Otomatik,Benzin,Hatchback/5,1368 cc,100 hp,Önden Çekiş,"6,4 lt",50 lt,1 değişen,Takasa Uygun Değil,Galeriden,478000
20362353,22 Ağustos 2022,Opel,Astra,1.4 T Sport,2017,132.000 km,Otomatik,LPG & Benzin,Sedan,1364 cc,140 hp,Önden Çekiş,"6,7 lt",56 lt,Belirtilmemiş,Takasa Uygun,Galeriden,450000
19862221,22 Ağustos 2022,Mercedes - Benz,E,250 CGI AMG Premium,2011,248.000 km,Otomatik,Benzin,Sedan,1796 cc,204 hp,Arkadan İtiş,"6,6 lt",59 lt,"2 değişen, 2 boyalı",Takasa Uygun,Galeriden,720000
20826448,22 Ağustos 2022,Fiat,Egea,1.4 Fire Easy,2020,6.200 km,Düz,Benzin,Sedan,1368 cc,95 hp,Önden Çekiş,"5,7 lt",45 lt,Tamamı orjinal,Takasa Uygun Değil,Sahibinden,370000
20826303,22 Ağustos 2022,Renault,Symbol,1.5 dCi Expression,2012,123.000 km,Düz,Dizel,Sedan,1461 cc,65 hp,Önden Çekiş,"4,5 lt",50 lt,Belirtilmemiş,Takasa Uygun Değil,Galeriden,228000
20826416,22 Ağustos 2022,Opel,Insignia,1.6 T Cosmo,2010,101.500 km,Düz,Benzin,Sedan,1598 cc,180 hp,Önden Çekiş,"7,7 lt",70 lt,Belirtilmemiş,Takasa Uygun Değil,Sahibinden,400000
20805649,22 Ağustos 2022,Opel,Astra,1.3 CDTI Enjoy,2009,233.000 km,Düz,Dizel,Hatchback/5,1248 cc,90 hp,Önden Çekiş,"4,8 lt",52 lt,1 değişen,Takasa Uygun Değil,Sahibinden,240000
20826543,22 Ağustos 2022,Toyota,Corolla,1.4 D-4D Touch,2017,151.000 km,Yarı Otomatik,Dizel,Sedan,1364 cc,90 hp,Önden Çekiş,"4,1 lt",55 lt,1 değişen,Takasa Uygun,Galeriden,462500
20826532,22 Ağustos 2022,Renault,Clio,1.5 dCi Authentique,2007,50.000 km,Düz,Dizel,Sedan,1461 cc,65 hp,Önden Çekiş,"4,7 lt",50 lt,Belirtilmemiş,Takasa Uygun Değil,Galeriden,175000
20826486,22 Ağustos 2022,Toyota,Corolla,1.6 Vision,2019,159.000 km,Otomatik,Benzin,Sedan,1598 cc,132 hp,Önden Çekiş,"5,5 lt",50 lt,1 boyalı,Takasa Uygun,Galeriden,499500
20826391,22 Ağustos 2022,Peugeot,301,1.6 BlueHDI Active,2018,63.000 km,Düz,Dizel,Sedan,1560 cc,102 hp,Önden Çekiş,"3,9 lt",50 lt,1 değişen,Takasa Uygun,Sahibinden,333000
20388156,22 Ağustos 2022,Ford,Fiesta,1.4 TDCi Comfort,2008,305.000 km,Düz,Dizel,Hatchback/5,1399 cc,68 hp,Önden Çekiş,"4,3 lt",45 lt,Belirtilmemiş,Takasa Uygun Değil,Sahibinden,159000
20826310,22 Ağustos 2022,Renault,Clio,1.5 dCi Authentique,2007,166.000 km,Düz,Dizel,Sedan,1461 cc,65 hp,Önden Çekiş,5 lt,50 lt,"1 değişen, 3 boyalı",Takasa Uygun Değil,Sahibinden,164750
19948372,22 Ağustos 2022,Renault,Clio,1.4 RNA,2000,244.000 km,Düz,LPG & Benzin,Sedan,1390 cc,75 hp,Önden Çekiş,"7,1 lt",50 lt,Belirtilmemiş,Takasa Uygun Değil,Sahibinden,150000
